"商品编号","商品名称","商品品牌","状态","商品价格","全国总销量","全国总库存","总可订购","北京销量","北京库存","北京可订购","固安总体销量","固安总体库存","固安总体可订购","上海总体销量","上海总体库存","上海总体可订购","广州总体销量","广州总体库存","广州总体可订购","成都总体销量","成都总体库存","成都总体可订购","武汉总体销量","武汉总体库存","武汉总体可订购","沈阳总体销量","沈阳总体库存","沈阳总体可订购","西安总体销量","西安总体库存","西安总体可订购","海口销量","海口库存","海口可订购","德州总体销量","德州总体库存","德州总体可订购","拉萨销量","拉萨库存","拉萨可订购","临汾销量","临汾库存","临汾可订购","南京销量","南京库存","南京可订购","福州销量","福州库存","福州可订购","石家庄销量","石家庄库存","石家庄可订购","南宁销量","南宁库存","南宁可订购","乌鲁木齐销量","乌鲁木齐库存","乌鲁木齐可订购","合肥销量","合肥库存","合肥可订购","唐山销量","唐山库存","唐山可订购","济宁销量","济宁库存","济宁可订购","北京总体销量","北京总体库存","北京总体可订购","大连销量","大连库存","大连可订购","呼和浩特销量","呼和浩特库存","呼和浩特可订购","长沙销量","长沙库存","长沙可订购","宿迁销量","宿迁库存","宿迁可订购","衡阳销量","衡阳库存","衡阳可订购","大同销量","大同库存","大同可订购","厦门销量","厦门库存","厦门可订购","济南销量","济南库存","济南可订购","深圳销量","深圳库存","深圳可订购","郑州销量","郑州库存","郑州可订购","昆明销量","昆明库存","昆明可订购","台州销量","台州库存","台州可订购","天津销量","天津库存","天津可订购","太原销量","太原库存","太原可订购","驻马店销量","驻马店库存","驻马店可订购","长春销量","长春库存","长春可订购","洛阳销量","洛阳库存","洛阳可订购","青岛销量","青岛库存","青岛可订购","哈尔滨销量","哈尔滨库存","哈尔滨可订购","贵阳销量","贵阳库存","贵阳可订购","南昌销量","南昌库存","南昌可订购","银川销量","银川库存","银川可订购","柳州销量","柳州库存","柳州可订购","重庆销量","重庆库存","重庆可订购","荆州销量","荆州库存","荆州可订购","杭州销量","杭州库存","杭州可订购","兰州销量","兰州库存","兰州可订购","南充销量","南充库存","南充可订购","锦州销量","锦州库存","锦州可订购"
"4738336","【京东超市】寿全斋  红糖姜茶流通包整板  姨妈茶速溶姜母茶老姜汤  12g*30包共360g","寿全斋（SHOUQUANZHAI）","上柜","65.0000","6","52","235","- ","- ","- ","1","0","0","0","0","24","5","19","63","0","2","14","0","4","15","0","0","8","0","4","16","- ","- ","- ","0","6","6","- ","- ","- ","- ","- ","- ","- ","- ","- ","3","0","0","- ","- ","- ","1","0","0","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","0","17","89","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","0","0","0","- ","- ","- ","- ","- ","- ","- ","- ","- ","1","0","0","0","2","2","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- "
"1505905","【京东超市】寿全斋 红枣姜茶 姜枣茶 姨妈茶 速溶姜母茶老姜汤 10支装 120g","寿全斋（SHOUQUANZHAI）","上柜","24.8000","93","3452","3547","- ","- ","- ","1","0","0","11","563","592","9","814","812","9","304","303","8","238","292","16","287","296","2","180","184","0","3","3","13","91","91","0","2","2","0","3","3","1","24","42","1","6","6","0","9","9","1","17","17","1","5","5","0","3","12","0","2","2","1","3","3","24","975","977","4","3","13","0","2","2","1","0","0","2","1","5","0","1","5","0","0","3","0","9","9","0","0","0","3","209","207","5","2","17","0","4","3","0","4","4","1","0","0","0","7","7","0","7","7","1","14","13","0","1","1","0","11","11","9","0","0","2","1","0","0","2","2","0","6","6","0","4","4","3","2","2","0","3","3","3","47","47","0","0","4","1","0","3","0","11","11"
"4020767","【京东超市】寿全斋 大麦若叶青汁大麦苗粉营养代餐粉 3g*25包 共75g","寿全斋（SHOUQUANZHAI）","上柜","79.0000","11","587","585","- ","- ","- ","0","0","0","2","164","164","3","62","60","1","66","66","1","83","83","1","26","26","0","31","31","0","0","0","0","24","24","0","4","4","- ","- ","- ","0","11","11","- ","- ","- ","0","0","0","0","3","3","0","3","3","0","0","0","- ","- ","- ","0","2","2","3","131","131","0","5","5","0","2","2","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","0","12","12","- ","- ","- ","0","16","16","0","5","5","0","1","1","- ","- ","- ","0","0","0","- ","- ","- ","- ","- ","- ","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","- ","- ","- ","0","1","1","0","4","4","0","2","2","- ","- ","- ","0","34","34","0","1","1","0","3","3","0","2","2"
"4928432","【京东超市】寿全斋 红糖姜茶 红糖 姨妈茶 速溶姜母茶老姜汤 1条装 12g","寿全斋（SHOUQUANZHAI）","上柜","2.5000","976","54077","52593","- ","- ","- ","95","1125","1064","231","6684","5507","253","3725","3713","52","765","659","42","590","525","23","381","348","56","924","993","3","108","102","28","1743","1712","0","13","3","0","52","52","2","603","601","4","1652","1749","0","470","468","16","180","180","3","102","207","13","513","510","0","31","31","0","54","54","196","38140","38072","4","119","112","9","1240","1240","22","54","46","53","440","436","2","5","0","2","39","35","16","203","194","12","0","0","99","247","379","6","351","330","8","419","407","0","31","20","95","1125","1064","0","140","139","2","109","106","0","86","78","2","42","37","0","418","406","18","124","111","2","43","24","2","24","1","0","32","32","0","151","150","41","183","122","6","5","5","24","967","965","4","230","230","1","60","60","1","47","47"
"2338971","【京东超市】寿全斋 暖心搭配礼盒 红糖姜茶120gx2盒+红枣片45gx1盒+玫瑰花茶30gx1盒 速溶姜母茶 姜枣茶 花草茶","寿全斋（SHOUQUANZHAI）","上柜","79.0000","16","600","602","- ","- ","- ","1","0","0","0","143","143","4","99","98","4","133","133","3","127","126","2","18","21","0","17","18","0","0","0","-1","13","13","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","1","1","1","0","3","3","0","2","2","- ","- ","- ","- ","- ","- ","3","50","50","0","0","1","0","1","1","0","4","4","0","3","3","- ","- ","- ","- ","- ","- ","0","2","2","0","0","0","0","9","9","3","1","0","0","0","0","0","5","5","1","0","0","- ","- ","- ","- ","- ","- ","0","2","2","0","1","1","0","1","1","0","0","2","0","2","2","0","5","5","0","1","2","- ","- ","- ","0","2","2","- ","- ","- ","0","22","22","0","1","1","0","4","4","2","0","0"
"3912701","【京东超市】寿全斋 愿姜来红枣姜茶-纸罐装 暖心饮品姨妈茶姜枣茶速溶姜茶姜汤 120克","寿全斋（SHOUQUANZHAI）","上柜","29.9000","23","423","540","- ","- ","- ","3","0","0","0","40","39","12","172","172","0","38","37","3","33","68","0","27","99","3","5","17","- ","- ","- ","1","0","0","- ","- ","- ","- ","- ","- ","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","- ","- ","- ","- ","- ","- ","- ","- ","- ","1","108","108","0","2","2","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","1","0","0","0","33","33","- ","- ","- ","- ","- ","- ","- ","- ","- ","3","0","0","- ","- ","- ","1","0","0","0","0","0","1","0","0","0","0","0","- ","- ","- ","- ","- ","- ","0","0","0","0","2","2","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- "
"1273864","【京东超市】寿全斋 柠檬姜茶 姨妈茶 速溶姜母茶老姜汤 10支装 120g","寿全斋（SHOUQUANZHAI）","上柜","19.8000","31","1289","1466","- ","- ","- ","0","0","0","7","202","310","3","281","280","2","63","134","5","184","184","3","184","184","1","77","81","0","4","4","4","36","35","0","2","2","- ","- ","- ","0","66","66","0","6","6","0","1","1","0","2","2","0","1","5","0","3","3","0","1","0","0","1","1","6","262","258","0","2","2","0","4","4","0","4","4","0","6","6","- ","- ","- ","- ","- ","- ","1","4","4","4","0","0","1","80","80","0","12","12","0","11","11","0","2","2","0","0","0","0","4","4","0","1","1","1","3","3","0","1","1","0","8","8","1","4","4","0","2","2","0","5","5","0","1","1","0","3","3","1","5","4","0","7","7","2","14","14","1","2","2","0","1","1","- ","- ","- "
"3502242","【京东超市】寿全斋 黑糖姜茶 姨妈茶 速溶生姜茶姜母茶老姜汤 50支装 600g","寿全斋（SHOUQUANZHAI）","上柜","129.0000","5","194","192","- ","- ","- ","0","2","2","1","59","59","2","60","58","0","15","15","0","18","18","1","4","4","1","4","4","0","0","0","0","0","0","- ","- ","- ","- ","- ","- ","0","0","0","- ","- ","- ","- ","- ","- ","- ","- ","- ","0","0","0","- ","- ","- ","- ","- ","- ","- ","- ","- ","0","32","32","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","1","0","0","- ","- ","- ","1","0","0","0","0","0","- ","- ","- ","- ","- ","- ","0","2","2","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","0","0","0","- ","- ","- ","- ","- ","- ","- ","- ","- ","0","0","0","1","0","0","- ","- ","- ","- ","- ","- "
"1518870","【京东超市】寿全斋 花草茶 法兰西玫瑰 玫瑰花茶罐装 40g","寿全斋（SHOUQUANZHAI）","上柜","31.0000","1","67","63","- ","- ","- ","0","0","0","0","3","3","1","5","2","0","3","3","0","0","0","0","21","20","0","19","19","0","1","1","0","0","0","- ","- ","- ","- ","- ","- ","0","0","0","- ","- ","- ","- ","- ","- ","0","1","1","0","0","0","0","0","0","- ","- ","- ","- ","- ","- ","0","16","16","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","0","0","0","0","0","0","0","0","0","- ","- ","- ","- ","- ","- ","0","0","0","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","0","0","0","- ","- ","- ","0","0","0","0","0","0","0","0","0","- ","- ","- ","0","3","3","- ","- ","- ","0","0","0","- ","- ","- ","- ","- ","- ","- ","- ","- "
"4521540","【京东超市】寿全斋 红糖姜茶 姨妈茶速溶姜母茶老姜汤 12克*30条量贩分享装共360克","寿全斋（SHOUQUANZHAI）","上柜","60.0000","104","3777","4445","- ","- ","- ","10","20","20","16","837","877","16","534","622","8","779","777","19","308","307","4","279","279","8","230","422","6","1","1","4","3","3","0","2","2","- ","- ","- ","2","171","171","0","14","14","0","0","0","0","9","9","1","20","18","0","6","6","0","60","60","0","3","3","19","787","1138","1","13","13","3","1","1","3","3","3","5","5","5","0","1","1","0","1","3","0","10","8","- ","- ","- ","4","0","0","5","9","9","0","9","9","0","4","4","10","20","20","0","0","0","0","6","6","0","5","5","0","5","5","0","0","0","0","10","10","1","1","0","3","10","9","2","5","20","0","2","2","2","22","21","0","1","1","0","95","135","2","10","10","0","4","4","0","5","5"
"4928460","【京东超市】寿全斋 朕的心意 妃常暖紫米燕麦姜饮 姜茶姜汤速溶 10支装 120g","寿全斋（SHOUQUANZHAI）","上柜","39.0000","1","364","363","- ","- ","- ","0","0","0","0","63","63","1","79","79","0","38","38","0","30","30","0","22","22","0","48","48","- ","- ","- ","0","20","20","- ","- ","- ","- ","- ","- ","0","15","15","0","9","9","0","1","1","0","11","11","0","12","12","0","0","0","- ","- ","- ","- ","- ","- ","0","64","63","0","6","6","- ","- ","- ","0","2","2","0","0","0","0","15","15","- ","- ","- ","0","7","7","- ","- ","- ","0","16","16","0","0","0","0","6","6","- ","- ","- ","0","0","0","0","5","5","0","1","1","0","0","0","- ","- ","- ","0","3","3","0","14","14","0","9","9","0","5","5","0","2","2","0","1","1","0","1","1","- ","- ","- ","0","12","12","0","3","3","- ","- ","- ","- ","- ","- "
"1273862","【京东超市】寿全斋 姜茶套装：红糖姜茶3盒+黑糖姜茶1盒 姨妈茶  速溶姜母茶老姜汤 480g","寿全斋（SHOUQUANZHAI）","上柜","69.0000","493","14603","14808","- ","- ","- ","13","66","64","99","2800","2836","122","5310","5312","38","1037","1071","50","1127","1151","29","554","668","40","745","754","4","2","11","32","324","319","0","5","5","0","3","3","12","131","128","6","2","2","0","23","22","3","22","16","3","3","21","4","22","21","0","2","11","1","4","3","70","2640","2633","2","17","17","4","12","10","5","7","36","11","9","9","1","3","3","0","5","5","14","10","0","9","0","0","25","392","409","17","35","34","5","9","7","0","4","4","13","66","64","0","35","33","2","21","21","7","13","13","0","10","10","0","43","42","5","20","18","0","0","5","2","20","17","2","6","5","3","12","12","5","0","34","0","5","5","14","190","237","5","10","8","0","8","8","4","3","3"
"3502216","【京东超市】寿全斋 小儿姜茶 固态生姜茶饮料 儿童姜母茶姜汤 甜味固体冲剂6g*12包 72g","寿全斋（SHOUQUANZHAI）","上柜","25.0000","3","390","534","- ","- ","- ","0","1","1","0","149","221","2","76","76","1","32","32","0","20","20","0","22","22","0","3","3","0","0","0","0","38","38","- ","- ","- ","- ","- ","- ","0","7","43","0","2","2","- ","- ","- ","0","0","0","0","1","1","0","0","0","- ","- ","- ","0","1","1","0","49","121","0","1","1","0","5","5","0","0","0","0","0","0","- ","- ","- ","- ","- ","- ","0","0","0","0","0","0","0","15","15","0","1","1","- ","- ","- ","- ","- ","- ","0","1","1","0","2","2","0","2","2","0","3","3","- ","- ","- ","0","0","0","0","0","0","0","1","1","0","2","2","0","0","0","0","1","1","0","4","4","- ","- ","- ","0","3","3","0","0","0","- ","- ","- ","- ","- ","- "
"2098795","【京东超市】寿全斋 红糖姜茶 姨妈茶 速溶姜母茶老姜汤 50支装 600g","寿全斋（SHOUQUANZHAI）","上柜","125.0000","7","468","465","- ","- ","- ","0","0","1","1","92","92","4","142","139","0","45","45","2","25","25","0","34","34","0","40","40","- ","- ","- ","0","9","9","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","0","0","0","0","2","2","- ","- ","- ","- ","- ","- ","- ","- ","- ","0","81","80","0","1","1","- ","- ","- ","0","2","2","0","0","0","- ","- ","- ","- ","- ","- ","1","11","11","- ","- ","- ","1","3","3","- ","- ","- ","0","0","0","- ","- ","- ","0","0","1","0","0","0","- ","- ","- ","0","0","0","- ","- ","- ","0","0","0","0","3","3","0","2","2","0","4","4","0","1","1","0","1","1","0","0","0","- ","- ","- ","1","3","3","0","1","1","- ","- ","- ","- ","- ","- "
"4139646","【京东超市】寿全斋 暖贡姜茶礼盒 红糖红枣枸杞姜茶老姜汤姨妈茶姜枣茶 12gx30条 360g","寿全斋（SHOUQUANZHAI）","上柜","256.0000","12","909","908","- ","- ","- ","0","0","0","1","18","18","1","4","4","2","0","0","2","2","2","2","3","3","2","2","2","0","2","2","1","0","0","- ","- ","- ","- ","- ","- ","0","1","1","- ","- ","- ","- ","- ","- ","0","1","1","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","1","880","879","- ","- ","- ","0","2","2","- ","- ","- ","1","0","0","0","0","0","- ","- ","- ","0","0","0","1","0","0","- ","- ","- ","- ","- ","- ","1","0","0","- ","- ","- ","0","0","0","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","2","0","0","0","1","1","- ","- ","- ","0","0","0","- ","- ","- ","0","0","0","- ","- ","- ","- ","- ","- ","2","0","0"
"4928458","【京东超市】寿全斋 朕的心意 妃常暖红豆薏仁姜饮 姜茶姜汤速溶 10支装 120g","寿全斋（SHOUQUANZHAI）","上柜","39.0000","10","1182","1189","- ","- ","- ","0","0","0","0","312","314","4","299","300","2","123","126","1","159","159","1","1","1","0","85","89","- ","- ","- ","0","115","115","- ","- ","- ","0","4","4","0","2","2","1","0","1","0","14","14","0","3","3","0","0","4","0","3","3","0","9","9","0","14","14","2","88","85","1","1","1","0","7","7","1","3","3","0","0","1","0","0","0","0","10","10","1","2","2","- ","- ","- ","1","5","5","0","5","5","0","1","4","0","1","1","0","0","0","0","2","2","0","1","1","0","0","0","- ","- ","- ","0","3","3","0","0","0","0","5","5","0","1","1","0","3","3","0","4","4","0","6","6","0","2","2","0","1","2","0","7","7","0","2","2","- ","- ","- "
"1518901","【京东超市】寿全斋 胎菊 菊花茶 杭白菊 35g/罐","寿全斋（SHOUQUANZHAI）","上柜","26.0000","2","495","491","- ","- ","- ","0","0","0","0","149","149","1","149","149","0","45","41","1","7","7","0","9","9","0","16","16","0","0","0","0","44","44","- ","- ","- ","- ","- ","- ","0","0","0","1","4","4","- ","- ","- ","0","2","2","0","0","0","0","4","4","- ","- ","- ","- ","- ","- ","0","76","76","0","0","0","- ","- ","- ","0","0","0","0","0","0","- ","- ","- ","- ","- ","- ","0","3","3","0","0","0","0","3","3","0","3","3","0","1","1","- ","- ","- ","0","0","0","0","0","0","0","0","0","- ","- ","- ","- ","- ","- ","0","0","0","- ","- ","- ","- ","- ","- ","0","0","0","- ","- ","- ","- ","- ","- ","0","0","0","- ","- ","- ","0","4","4","0","0","0","0","1","1","- ","- ","- "
"4365817","【京东超市】寿全斋 花草茶 大麦茶 袋泡茶 5g*50包 共250gx2（2袋装）","寿全斋（SHOUQUANZHAI）","上柜","52.0000","0","0","0","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- "
"4103577","【京东超市】寿全斋 朕的心意 妃常暖红糖姜茶 姨妈茶 速溶姜母茶老姜汤 10支装 120g","寿全斋（SHOUQUANZHAI）","上柜","39.0000","3","1458","1458","- ","- ","- ","0","0","0","1","293","293","2","307","307","0","112","112","0","24","24","0","64","64","0","17","17","0","8","8","0","106","106","- ","- ","- ","- ","- ","- ","0","13","13","0","7","7","0","37","37","1","4","4","0","6","6","0","8","8","0","0","0","0","0","0","0","535","535","0","4","4","0","2","2","0","6","6","1","0","0","0","2","2","- ","- ","- ","0","3","3","- ","- ","- ","0","36","36","0","0","0","0","8","8","0","5","5","0","0","0","0","3","3","0","4","4","0","2","2","- ","- ","- ","0","4","4","0","6","6","0","11","11","0","2","2","0","3","3","0","6","6","0","15","15","- ","- ","- ","0","62","62","0","8","8","- ","- ","- ","0","3","3"
"2795949","【京东超市】寿全斋 冬瓜荷叶茶30小包 干荷叶花草袋泡茶150g","寿全斋（SHOUQUANZHAI）","上柜","25.0000","301","9963","10542","- ","- ","- ","22","122","120","56","2449","2513","62","1919","1932","38","1110","1156","22","1037","1064","22","519","518","10","432","643","0","3","14","28","25","25","0","0","0","0","0","0","1","243","243","3","8","8","0","1","0","7","41","44","0","0","32","1","15","15","0","9","9","4","3","3","41","2350","2571","1","19","19","3","6","5","1","11","41","3","9","28","0","4","4","0","3","3","2","20","20","3","0","0","8","368","366","5","52","52","5","7","40","0","7","7","22","122","120","0","1","1","0","29","29","2","18","17","0","9","9","0","19","19","5","4","4","0","0","18","2","26","26","1","9","9","0","0","10","6","28","25","1","3","3","8","208","253","3","12","12","0","5","5","0","8","8"
"1707172","【京东超市】寿全斋 陈皮酸梅汤十支装 固体饮料 150g","寿全斋（SHOUQUANZHAI）","上柜","27.0000","4","1569","1566","- ","- ","- ","1","0","0","0","479","478","2","189","189","0","131","130","1","393","393","0","56","55","0","93","93","0","2","2","-1","96","96","- ","- ","- ","- ","- ","- ","0","52","52","1","14","14","0","8","8","0","0","0","0","7","7","0","0","0","0","6","6","- ","- ","- ","1","132","132","0","5","5","0","2","2","0","1","1","0","4","4","- ","- ","- ","0","7","7","0","3","3","0","0","0","0","33","33","0","0","0","0","3","3","- ","- ","- ","1","0","0","0","5","5","0","1","1","- ","- ","- ","0","1","1","0","18","18","0","3","3","0","3","3","0","0","0","0","3","3","0","0","0","0","10","10","- ","- ","- ","0","69","69","0","3","3","0","1","1","0","5","5"
"2297726","【京东超市】寿全斋 花草茶 玫瑰花茶 35g/盒","寿全斋（SHOUQUANZHAI）","上柜","25.0000","10","198","278","- ","- ","- ","0","0","0","1","30","60","0","73","73","1","40","40","2","31","31","2","11","11","0","7","7","- ","- ","- ","0","1","1","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","0","0","0","0","0","0","0","1","1","0","0","0","- ","- ","- ","- ","- ","- ","4","5","55","0","4","4","0","2","2","1","0","0","0","0","0","- ","- ","- ","- ","- ","- ","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","- ","- ","- ","0","0","0","0","1","1","- ","- ","- ","0","1","1","- ","- ","- ","0","0","0","1","1","1","0","1","1","0","1","1","0","1","1","- ","- ","- ","0","1","1","- ","- ","- ","0","2","2","0","0","0","1","0","0","- ","- ","- "
"4264874","【京东超市】寿全斋 姜茶暖心礼盒（红糖姜茶2盒+红枣姜茶2盒） 姜枣茶姨妈茶姜母茶姜汁红糖老姜汤 共480g","寿全斋（SHOUQUANZHAI）","上柜","79.0000","78","1173","1697","- ","- ","- ","1","0","0","21","163","336","8","366","418","12","157","157","5","158","162","10","77","145","3","110","126","- ","- ","- ","9","1","1","0","1","1","- ","- ","- ","4","7","31","- ","- ","- ","0","0","0","2","1","7","2","2","2","3","5","5","- ","- ","- ","- ","- ","- ","9","141","352","2","1","1","0","0","0","1","6","6","0","6","6","2","2","2","2","0","0","1","0","0","4","0","0","4","42","90","1","7","7","0","3","3","- ","- ","- ","1","0","0","0","1","1","0","5","5","2","0","7","0","1","1","0","0","0","5","5","3","0","0","1","0","1","5","0","3","3","1","0","0","1","0","0","- ","- ","- ","0","26","26","0","1","5","1","3","3","0","0","3"
"4738352","【京东超市】寿全斋 花草茶 冻干柠檬片水果茶 泡水蜂蜜柠檬花茶 40g","寿全斋（SHOUQUANZHAI）","上柜","29.9000","12","66","222","- ","- ","- ","- ","- ","- ","1","3","52","5","11","59","0","9","9","1","6","16","2","15","15","2","12","12","- ","- ","- ","1","7","6","- ","- ","- ","- ","- ","- ","- ","- ","- ","1","0","0","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","0","0","0","- ","- ","- ","0","3","53","- ","- ","- ","- ","- ","- ","0","3","3","- ","- ","- ","- ","- ","- ","0","3","3","0","5","5","- ","- ","- ","- ","- ","- ","0","0","0","- ","- ","- ","0","1","1","- ","- ","- ","- ","- ","- ","- ","- ","- ","0","0","0","- ","- ","- ","0","1","1","1","0","0","- ","- ","- ","- ","- ","- ","0","1","1","- ","- ","- ","0","0","0","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- "
"4044881","【京东超市】寿全斋 姜芯 植物发酵饮品 生姜甘草蓝莓山楂柠檬荷叶枸杞冬瓜等植物酵素 20ml×10包","寿全斋（SHOUQUANZHAI）","上柜","283.0000","0","0","0","- ","- ","- ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","- ","- ","- ","0","0","0","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","0","0","0","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","0","0","0","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- "
"4450487","【京东超市】寿全斋 红糖姜茶+红枣姜茶 红糖 姨妈茶 姜枣茶 速溶姜母茶老姜汤  120g+120g","寿全斋（SHOUQUANZHAI）","上柜","44.6000","0","0","0","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- "
"3336384","【京东超市】寿全斋 红枣黑糖姜块 姨妈茶 姜枣茶 手工速溶生姜茶黑糖块老姜汤姜母茶罐装 180g","寿全斋（SHOUQUANZHAI）","上柜","39.9000","74","3778","4144","- ","- ","- ","9","26","26","6","717","715","16","674","698","4","318","316","10","287","375","4","292","401","7","89","238","0","6","6","4","307","305","0","1","1","0","7","7","1","85","85","0","8","8","0","4","4","0","6","5","5","7","6","0","10","10","0","0","5","0","2","2","14","1068","1070","0","5","24","1","3","3","2","8","8","2","11","11","0","4","4","0","3","3","1","4","4","1","0","0","3","119","149","2","14","12","1","3","3","0","1","1","9","26","26","0","8","8","0","3","3","1","8","8","- ","- ","- ","0","12","10","1","22","22","1","0","0","3","3","3","0","4","4","0","3","3","1","0","0","0","2","2","0","78","76","0","12","12","0","6","6","0","2","2"
"2169927","【京东超市】寿全斋 姜茶套装：红糖+黑糖+柠檬+蜂蜜姜茶 姨妈茶 速溶生姜茶4盒120g/盒 480g","寿全斋（SHOUQUANZHAI）","上柜","79.0000","56","1559","1725","- ","- ","- ","1","0","0","9","186","306","9","556","551","3","108","108","3","106","154","4","130","138","4","91","91","0","1","1","3","39","39","- ","- ","- ","- ","- ","- ","3","33","33","1","1","1","0","2","2","0","1","1","2","3","3","1","2","2","- ","- ","- ","- ","- ","- ","20","343","338","1","0","3","0","4","4","0","4","4","0","2","2","0","1","1","- ","- ","- ","1","8","8","0","0","0","3","484","484","0","11","11","2","7","7","0","0","1","1","0","0","0","5","5","0","3","3","0","7","7","- ","- ","- ","0","4","4","1","0","5","0","3","3","0","2","2","1","0","0","0","1","1","0","2","2","- ","- ","- ","0","12","36","0","2","2","1","3","3","0","1","1"
