"商品编号","商品名称","商品品牌","状态","商品价格","全国总销量","全国总库存","总可订购","北京销量","北京库存","北京可订购","固安总体销量","固安总体库存","固安总体可订购","上海总体销量","上海总体库存","上海总体可订购","广州总体销量","广州总体库存","广州总体可订购","成都总体销量","成都总体库存","成都总体可订购","武汉总体销量","武汉总体库存","武汉总体可订购","沈阳总体销量","沈阳总体库存","沈阳总体可订购","西安总体销量","西安总体库存","西安总体可订购","厦门销量","厦门库存","厦门可订购","长沙销量","长沙库存","长沙可订购","天津销量","天津库存","天津可订购","青岛销量","青岛库存","青岛可订购","哈尔滨销量","哈尔滨库存","哈尔滨可订购","贵阳销量","贵阳库存","贵阳可订购","深圳销量","深圳库存","深圳可订购","郑州销量","郑州库存","郑州可订购","昆明销量","昆明库存","昆明可订购","呼和浩特销量","呼和浩特库存","呼和浩特可订购","台州销量","台州库存","台州可订购","杭州销量","杭州库存","杭州可订购","长春销量","长春库存","长春可订购","南充销量","南充库存","南充可订购","洛阳销量","洛阳库存","洛阳可订购","重庆销量","重庆库存","重庆可订购","荆州销量","荆州库存","荆州可订购","北京总体销量","北京总体库存","北京总体可订购","大连销量","大连库存","大连可订购","海口销量","海口库存","海口可订购","德州总体销量","德州总体库存","德州总体可订购","拉萨销量","拉萨库存","拉萨可订购","临汾销量","临汾库存","临汾可订购","南昌销量","南昌库存","南昌可订购","银川销量","银川库存","银川可订购","柳州销量","柳州库存","柳州可订购","南京销量","南京库存","南京可订购","乌鲁木齐销量","乌鲁木齐库存","乌鲁木齐可订购","唐山销量","唐山库存","唐山可订购","太原销量","太原库存","太原可订购","驻马店销量","驻马店库存","驻马店可订购","济南销量","济南库存","济南可订购","福州销量","福州库存","福州可订购","石家庄销量","石家庄库存","石家庄可订购","南宁销量","南宁库存","南宁可订购","合肥销量","合肥库存","合肥可订购","济宁销量","济宁库存","济宁可订购","兰州销量","兰州库存","兰州可订购","宿迁销量","宿迁库存","宿迁可订购","衡阳销量","衡阳库存","衡阳可订购","锦州销量","锦州库存","锦州可订购","大同销量","大同库存","大同可订购"
"2795949","【京东超市】寿全斋 冬瓜荷叶茶30小包 干荷叶花草袋泡茶150g","寿全斋（SHOUQUANZHAI）","上柜","25.0000","544","9963","10542","- ","- ","- ","29","122","120","96","2449","2513","120","1919","1932","85","1110","1156","55","1037","1064","38","519","518","24","432","643","7","20","20","6","11","41","29","122","120","0","19","19","8","4","4","1","0","18","24","368","366","13","52","52","14","7","40","5","6","5","0","7","7","18","208","253","5","18","17","1","5","5","2","9","9","13","28","25","1","3","3","59","2350","2571","2","19","19","0","3","14","38","25","25","4","0","0","3","0","0","7","26","26","3","9","9","0","0","10","9","243","243","4","0","32","3","9","9","0","1","1","4","29","29","7","0","0","4","8","8","0","1","0","11","41","44","6","15","15","4","3","3","3","12","12","6","9","28","0","4","4","0","8","8","0","3","3"
"1707172","【京东超市】寿全斋 陈皮酸梅汤十支装 固体饮料 150g","寿全斋（SHOUQUANZHAI）","上柜","27.0000","23","1569","1566","- ","- ","- ","2","0","0","7","479","478","4","189","189","0","131","130","3","393","393","1","56","55","1","93","93","1","3","3","0","1","1","2","0","0","0","18","18","0","3","3","0","3","3","1","33","33","0","0","0","0","3","3","0","2","2","- ","- ","- ","0","69","69","1","0","0","0","1","1","0","1","1","0","10","10","- ","- ","- ","5","132","132","0","5","5","0","2","2","0","96","96","- ","- ","- ","- ","- ","- ","2","0","0","0","3","3","0","0","0","2","52","52","0","7","7","0","6","6","0","5","5","0","1","1","0","0","0","1","14","14","0","8","8","0","0","0","0","0","0","- ","- ","- ","0","3","3","0","4","4","- ","- ","- ","0","5","5","0","7","7"
"2297726","【京东超市】寿全斋 花草茶 玫瑰花茶 35g/盒","寿全斋（SHOUQUANZHAI）","上柜","25.0000","18","198","278","- ","- ","- ","0","0","0","2","30","60","1","73","73","3","40","40","4","31","31","2","11","11","0","7","7","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","1","1","0","0","0","1","0","0","0","2","2","0","2","2","- ","- ","- ","0","2","2","0","1","1","2","0","0","- ","- ","- ","0","1","1","- ","- ","- ","4","5","55","0","4","4","- ","- ","- ","2","1","1","- ","- ","- ","- ","- ","- ","1","1","1","0","1","1","- ","- ","- ","- ","- ","- ","0","1","1","- ","- ","- ","0","1","1","- ","- ","- ","0","0","0","- ","- ","- ","0","0","0","0","0","0","1","0","0","- ","- ","- ","0","0","0","0","0","0","- ","- ","- ","- ","- ","- ","- ","- ","- "
"4264874","【京东超市】寿全斋 姜茶暖心礼盒（红糖姜茶2盒+红枣姜茶2盒） 姜枣茶姨妈茶姜母茶姜汁红糖老姜汤 共480g","寿全斋（SHOUQUANZHAI）","上柜","79.0000","143","1173","1697","- ","- ","- ","5","0","0","28","163","336","19","366","418","21","157","157","14","158","162","19","77","145","5","110","126","1","0","0","5","6","6","5","0","0","0","0","0","5","5","3","1","0","1","8","42","90","1","7","7","3","3","3","1","0","0","- ","- ","- ","0","26","26","5","0","7","2","3","3","1","1","1","3","0","0","- ","- ","- ","21","141","352","2","1","1","- ","- ","- ","11","1","1","0","1","1","1","0","0","1","1","5","0","3","3","1","0","0","4","7","31","2","2","2","- ","- ","- ","0","1","1","0","5","5","5","0","0","- ","- ","- ","0","0","0","3","1","7","3","5","5","- ","- ","- ","0","1","5","1","6","6","2","2","2","2","0","3","2","0","0"
"4738352","【京东超市】寿全斋 花草茶 冻干柠檬片水果茶 泡水蜂蜜柠檬花茶 40g","寿全斋（SHOUQUANZHAI）","上柜","29.9000","23","66","222","- ","- ","- ","- ","- ","- ","5","3","52","7","11","59","0","9","9","1","6","16","4","15","15","4","12","12","0","5","5","0","3","3","- ","- ","- ","0","1","1","1","0","0","- ","- ","- ","- ","- ","- ","0","0","0","- ","- ","- ","- ","- ","- ","0","1","1","- ","- ","- ","0","0","0","- ","- ","- ","- ","- ","- ","0","0","0","- ","- ","- ","0","3","53","- ","- ","- ","1","0","0","2","7","6","- ","- ","- ","- ","- ","- ","- ","- ","- ","0","1","1","- ","- ","- ","- ","- ","- ","- ","- ","- ","0","0","0","- ","- ","- ","- ","- ","- ","1","0","0","1","0","0","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","0","3","3"
"4044881","【京东超市】寿全斋 姜芯 植物发酵饮品 生姜甘草蓝莓山楂柠檬荷叶枸杞冬瓜等植物酵素 20ml×10包","寿全斋（SHOUQUANZHAI）","上柜","283.0000","0","0","0","- ","- ","- ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","- ","- ","- ","- ","- ","- ","0","0","0","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","0","0","0","- ","- ","- ","- ","- ","- ","0","0","0","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- "
"4450487","【京东超市】寿全斋 红糖姜茶+红枣姜茶 红糖 姨妈茶 姜枣茶 速溶姜母茶老姜汤  120g+120g","寿全斋（SHOUQUANZHAI）","上柜","44.6000","0","0","0","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- ","- "
"3336384","【京东超市】寿全斋 红枣黑糖姜块 姨妈茶 姜枣茶 手工速溶生姜茶黑糖块老姜汤姜母茶罐装 180g","寿全斋（SHOUQUANZHAI）","上柜","39.9000","184","3778","4144","- ","- ","- ","15","26","26","27","717","715","40","674","698","12","318","316","16","287","375","20","292","401","17","89","238","2","4","4","4","8","8","15","26","26","0","12","10","1","22","22","1","0","0","9","119","149","3","14","12","1","3","3","2","3","3","0","1","1","3","78","76","5","8","8","0","6","6","- ","- ","- ","2","0","0","0","2","2","28","1068","1070","5","5","24","0","6","6","9","307","305","0","1","1","0","7","7","5","3","3","0","4","4","0","3","3","6","85","85","5","7","6","1","0","5","0","8","8","0","3","3","1","0","0","0","8","8","0","4","4","1","6","5","1","10","10","0","2","2","0","12","12","3","11","11","0","4","4","2","2","2","0","3","3"
"2169927","【京东超市】寿全斋 姜茶套装：红糖+黑糖+柠檬+蜂蜜姜茶 姨妈茶 速溶生姜茶4盒120g/盒 480g","寿全斋（SHOUQUANZHAI）","上柜","79.0000","108","1559","1725","- ","- ","- ","4","0","0","16","186","306","27","556","551","6","108","108","12","106","154","10","130","138","6","91","91","2","8","8","1","4","4","4","0","0","0","4","4","3","0","5","0","3","3","3","484","484","1","11","11","2","7","7","0","4","4","0","0","1","3","12","36","3","7","7","2","3","3","- ","- ","- ","1","2","2","- ","- ","- ","22","343","338","1","0","3","3","1","1","5","39","39","- ","- ","- ","- ","- ","- ","2","2","2","1","0","0","0","1","1","3","33","33","2","3","3","- ","- ","- ","0","5","5","1","3","3","1","0","0","1","1","1","0","2","2","0","1","1","3","2","2","- ","- ","- ","1","2","2","1","2","2","0","1","1","0","1","1","- ","- ","- "
"1273868","【京东超市】寿全斋 蜂蜜姜茶 姨妈茶 速溶姜母茶老姜汤 10支装 120g","寿全斋（SHOUQUANZHAI）","上柜","19.9000","77","696","951","- ","- ","- ","5","0","0","11","197","197","13","121","304","10","40","39","2","51","87","4","87","90","3","15","18","0","15","15","0","1","1","5","0","0","0","5","5","0","3","3","0","3","2","1","41","41","2","5","5","0","4","4","0","1","1","0","3","3","4","39","39","0","3","3","0","1","1","0","4","4","0","3","3","- ","- ","- ","25","112","145","2","0","3","0","1","4","4","73","71","0","4","4","0","2","2","0","1","1","0","1","1","0","3","3","0","44","44","1","0","3","0","1","1","0","13","13","0","5","5","1","0","0","0","12","12","0","4","4","1","4","4","1","3","3","0","2","2","0","1","1","0","2","2","1","1","1","0","3","3","- ","- ","- "
"3336382","【京东超市】寿全斋 玫瑰黑糖姜块 姨妈茶 手工速溶生姜茶黑糖块老姜汤姜母茶罐装 180g","寿全斋（SHOUQUANZHAI）","上柜","39.9000","41","1373","1369","- ","- ","- ","3","0","0","8","269","267","12","308","305","0","138","138","0","78","79","10","75","75","3","56","56","0","2","2","0","0","0","3","0","0","0","7","7","0","2","2","- ","- ","- ","2","54","54","0","6","6","0","3","3","0","2","2","- ","- ","- ","1","3","1","3","0","0","- ","- ","- ","- ","- ","- ","0","2","2","- ","- ","- ","3","422","422","1","1","1","0","4","4","2","27","27","- ","- ","- ","- ","- ","- ","0","0","1","0","1","1","- ","- ","- ","0","4","4","1","7","7","- ","- ","- ","0","0","0","0","1","1","1","0","0","- ","- ","- ","0","2","2","1","1","1","0","5","5","0","1","1","0","4","4","0","1","1","- ","- ","- ","- ","- ","- ","- ","- ","- "
"1273867","【京东超市】寿全斋 黑糖姜茶10支装 速溶姜茶 120g","寿全斋（SHOUQUANZHAI）","上柜","19.8000","190","4507","4704","- ","- ","- ","6","35","45","23","1317","1317","52","721","808","25","214","285","11","278","277","14","370","370","2","157","200","3","11","11","1","2","2","6","35","45","0","37","37","0","13","13","0","5","4","11","106","178","3","3","3","0","11","11","1","3","3","0","4","4","3","71","71","3","6","6","1","0","0","0","2","2","6","23","23","0","5","5","36","1187","1187","0","6","6","-1","1","4","21","228","215","1","1","1","- ","- ","- ","1","5","5","0","2","2","0","5","5","1","140","140","0","10","10","0","3","3","0","4","4","0","4","4","10","0","0","1","2","10","0","5","5","6","0","7","4","12","12","0","6","6","0","1","8","2","12","12","0","0","1","- ","- ","- ","1","4","4"
"4251055","寿全斋 姜味茶饮多口味旅行套装（红糖姜茶1支+红糖姜块1块+青汁大麦若叶1支）小包装 共22克","寿全斋（SHOUQUANZHAI）","上柜","6.9000","28","2495","2485","- ","- ","- ","- ","- ","- ","3","264","264","11","1111","1109","3","675","674","2","272","272","5","87","82","2","83","81","2","17","17","0","29","29","- ","- ","- ","0","1","1","0","8","8","- ","- ","- ","1","16","16","2","14","14","0","0","0","- ","- ","- ","0","1","1","1","22","22","0","4","0","0","2","2","- ","- ","- ","0","3","3","0","1","1","2","2","2","0","15","15","6","0","0","0","1","1","- ","- ","- ","- ","- ","- ","0","17","17","0","1","0","0","12","12","0","21","21","0","12","11","0","1","1","- ","- ","- ","- ","- ","- ","- ","- ","- ","0","16","16","- ","- ","- ","0","17","17","0","13","13","0","0","0","- ","- ","- ","0","6","6","0","8","8","0","1","1","0","1","1"
"合计","53","- ","- ","- ","- ","- ","- ","0","0","0","388","1866","1835","1289","28958","28656","1545","35466","36335","560","10092","10331","552","9581","9974","441","5748","6637","442","5236","6530","95","429","468","103","191","237","388","1866","1835","0","696","786","117","289","353","16","111","143","388","4246","4662","122","635","624","62","616","635","51","1365","1376","1","94","84","160","2825","3079","64","240","232","20","128","131","24","92","87","157","393","374","9","48","53","1160","58608","60567","80","266","329","35","196","214","418","4288","4449","5","49","39","10","83","82","88","149","155","66","130","144","20","233","255","123","2318","2425","44","264","430","39","146","159","0","295","291","23","237","232","130","0","0","44","1803","1913","0","626","621","105","416","424","108","730","735","12","117","116","29","377","390","133","559","588","18","70","72","18","111","114","10","77","87"
